turtle_num,date,reef_id,Community,Province,species_id, Sps identifed correctly by monitor?,Fishing method,Time,photo_num,CCL (cm),DNA_bottle_num,Use,Turtle products sold locally,Turtle products sold in Honiara,Notes
995,28.02.18,264,Auki,Malaita,Green,N/A,Freediving,Night,Not taken,44.5,9106,Food for family,,,
996,03.03.18,999999,Auki,Malaita,Green,N/A,Not recorded,Not recorded,Not taken,53,9328,Food for family,,,
997,03.03.18,999999,Auki,Malaita,Hawksbill,N/A,Not recorded,Not recorded,Not taken,33,9100,Food for family,,,
998,14.04.18,263,Auki,Malaita,Hawksbill,N/A,Not recorded,Not recorded,Not taken,36,9112,Food for family,,,
999,27.04.17,999999,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Turtles shared among 4 freedivers prior to being inspected 
,27.04.17,999999,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Turtles shared among 4 freedivers prior to being inspected 
,27.04.17,999999,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Turtles shared among 4 freedivers prior to being inspected 
,27.04.17,999999,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Turtles shared among 4 freedivers prior to being inspected 
,27.04.17,999999,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Turtles shared among 4 freedivers prior to being inspected 
,27.04.17,999999,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Turtles shared among 4 freedivers prior to being inspected 
,27.04.17,999999,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Turtles shared among 4 freedivers prior to being inspected 
1000,02.06.17,256,Marau,Guadalcanal,Green,Yes,Freediving,Night,Marau 002,44.5,9133,Sale,whole turtle,,
1001,05.06.17,232,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,Not recorded,9103,Family feast/funeral & sale,Shell sold to local  carvers (SBD $200),,Unable  to inspect
1002,05.06.17,232,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Family feast/funeral ,,,Unable  to inspect
1003,12.07.17,227,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family/Sale,Some meat sold to local logging camp (SBD $200),,Unable  to inspect
1004,22.07.17,232,Marau,Guadalcanal,Hawksbill,No,Freediving,Night,Marau 006,47,DNA not taken,Food for family,,,
1005,27.07.17,999999,Marau,Guadalcanal,Hawksbill,Yes,Freediving,Night,Marau 007,72,9440,Community Feast/Church ,Shell sold to local  carvers (SBD $200-300),,
1006,27.07.17,232,Marau,Guadalcanal,Hawksbill,Yes,Freediving,Night,Marau 008,86,DNA not taken,Community Feast/Church ,,,
1007,21.09.17,999999,Marau,Guadalcanal,Green,Yes,Not recorded,Not recorded,Marau 009,75,DNA not taken,Food for family,,,
1008,21.09.17,241,Marau,Guadalcanal,Green,Yes,Freediving,Night,Marau 010,57,9089,Sale,Whole turtle,,
1009,22.09.17,238,Marau,Guadalcanal,Green,Yes,Freediving,Night,Marau 011,48,9521,Sale,whole turtle,,
1010,07.10.17,999999,Marau,Guadalcanal,Green,Yes,Freediving,Night,Marau 012,50,9453,Food for family,,,
1011,13.10.17,231,Marau,Guadalcanal,Green,Yes,Freediving,Night,Marau 013,52,9261,Food for family,,,
1012,19.10.17,249,Marau,Guadalcanal,Green,Yes,Freediving,Night,Marau 014,47,9262,Food for family,,,
1013,10.11.17,252,Marau,Guadalcanal,Green,Yes,Freediving,Night,Marau 015,86,9528,Food for family,,,
1014,31.12.17,247,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,85,9338,Family Feast/New Year,Shell sold to local  carvers (SBD $200-300),,
1015,31.12.17,247,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,81,9114,Family Feast/New Year,Shell sold to local  carvers (SBD $200-300),,
1016,13.01.18,378,Marau,Guadalcanal,Green,N/A,Freediving,Day,Not taken,50,DNA not taken,Food for family,,,
1017,13.01.18,228,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Day,Not taken,55,DNA not taken,Sale,Meat,,Shell too small to sell
1018,15.01.18,232,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,44,DNA not taken,Food for family,,,
1019,01.02.18,228,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,55,87354,Sale,Meat and shell sold to local carvers,,
1020,01.02.18,228,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,54,87384,Sale,Meat and shell sold to local carvers,,
1021,08.02.18,391,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,64,DNA not taken,Food for family/Sale,Meat and shell sold to local carvers,,
1022,08.02.18,233,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Day,Not taken,44,87386,Food for family,,,
1023,09.02.18,232,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,64,87364,Food for family,,,
1024,17.02.18,256,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,63,87345,Sale,,Whole turtle,
1025,25.02.18,252,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,46,DNA not taken,Food for family,,,
1026,26.02.18,247,Marau,Guadalcanal,Hawksbill,N/A,Freediving,Night,Not taken,46,9384,Food for family,,,
1028,09.03.18,244,Marau,Guadalcanal,Hawksbill,N/A,Freediving ,Day,Not taken,47,9075,Food for family,,,
1029,17.01.18,228,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,55,87327,Food for family,,,
1030,22.03.18,229,Marau,Guadalcanal,Green,N/A,Freediving,Night,Not taken,85,DNA not taken,Sale,Meat,,
1031,21.04.18,234,Marau,Guadalcanal,Green,N/A,Freediving,Day,Not taken,58,DNA not taken,Not recorded,,,
1032,24.05.17,417,Lata,Temotu,Green,N/A,Freediving,Day,lata 001,87.6,DNA not taken,Sale,Whole turtle (SBD $200),,
1033,20.06.17,415,Lata,Temotu,Hawksbill,N/A,Freediving,Night,lata 002,49.5,DNA not taken,Sale,Whole turtle (SBD $100),,
1034,20.06.17,415,Lata,Temotu,Green,Yes,Freediving,Night,lata 003,49.5,DNA not taken,Sale,Whole turtle (SBD $100),,
1035,22.06.17,415,Lata,Temotu,Green,N/A,Freediving,Night,lata 004,55.9,DNA not taken,Sale,Whole turtle (SBD $100),,
1036,22.06.17,415,Lata,Temotu,Hawksbill,Yes,Freediving,Night,lata 005,53.3,DNA not taken,Sale,Whole turtle (SBD $100),,
1037,22.06.17,415,Lata,Temotu,Green,Yes,Freediving,Night,lata 006,52.3,DNA not taken,Sale,Whole turtle (SBD $100),,
1038,22.06.17,415,Lata,Temotu,Green,Yes,Freediving,Night,lata 007,96,DNA not taken,Sale,Whole turtle (SBD $700),,
1039,22.06.17,415,Lata,Temotu,Hawksbill,Yes,Freediving,Night,lata 008,76.2,DNA not taken,Sale,Whole turtle (SBD $400),,
1040,22.06.17,415,Lata,Temotu,Green,Yes,Freediving,Night,lata 009,47.5,DNA not taken,Sale,Whole turtle (SBD $100),,
1041,21.07.17,413,Lata,Temotu,Hawksbill,N/A,Freediving,Night,lata 010,47,DNA not taken,Sale,Whole turtle (SBD $100),,
1042,10.08.17,999999,Lata,Temotu,Hawksbill,N/A,Not recorded,Not recorded,lata 011,36.6,DNA not taken,Keep as Pet kill later,,,
1043,10.08.17,999999,Lata,Temotu,Green,N/A,Not recorded,Not recorded,Not taken,35.2,DNA not taken,Keep as Pet kill later,,,
1044,19.08.17,415,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,49.5,9026,Sale,Whole turtle (SBD $50),,
1045,19.08.17,415,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,75,9066,Sale,Whole turtle (SBD $350),,
1046,19.08.17,415,Lata,Temotu,Green,N/A,Freediving,Night,lata 015,Not recorded,DNA not taken,Sale,Whole turtle ,,Turte already butchered and shared by time monitor arrived
1047,19.08.17,415,Lata,Temotu,Green,N/A,Freediving,Night,lata 016,Not recorded,DNA not taken,Sale,Whole turtle ,,Turte already butchered and shared by time monitor arrived
1048,31.08.17,416,Lata,Temotu,Green,Yes,Freediving,Night,lata 017,70,9300,Sale,Whole turtle (SBD $300),,
1049,31.08.17,416,Lata,Temotu,Hawksbill,Yes,Freediving,Night,lata 018,48,9149,Sale,Whole turtle (SBD $100),,
1050,04.09.17,545,Lata,Temotu,Green,Yes,Freediving,Day,lata 019,52,9038,Sale,Whole turtle (SBD $100),,
1051,04.09.17,545,Lata,Temotu,Green,Yes,Freediving,Day,lata 020,51.6,9220,Sale,Whole turtle (SBD $100),,
1052,23.10.17,441,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,50,9356,Sale,Meat,,
1053,23.10.17,441,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,73.5,9349,Sale,Meat,,
,23.10.17,441,Lata,Temotu,unknown,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Eaten before they could be inspected
,23.10.17,441,Lata,Temotu,unknown,N/A,Freediving,Night,Not taken,Not recorded,DNA not taken,Food for family,,,Eaten before they could be inspected
1054,15.11.17,414,Lata,Temotu,Green,Yes,Freediving,Night,lata 023,43.6,9405,Food for family,,,
1055,21.11.17,416,Lata,Temotu,Green,No,Freediving,Night,lata 024,48,9044,Sale,Whole turtle (SBD $100),,
1056,21.11.17,416,Lata,Temotu,Green,Yes,Freediving,Night,lata 025,50.5,9427,Sale,Whole turtle,,
1057,21.11.17,416,Lata,Temotu,Green,Yes,Freediving,Night,lata 026,45,9285,Sale,Whole turtle (SBD $150),,
1058,21.11.17,416,Lata,Temotu,Hawksbill,Yes,Freediving,Night,lata 027,45.7,9390,Sale,Whole turtle ,,
1059,23.12.17,428,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,100,9067,Family Feast/Christmas,,,
1060,23.12.17,428,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,79,9045,Family Feast/Christmas,,,
1061,23.12.17,428,Lata,Temotu,Hawksbill,N/A,Freediving,Night,Not taken,66,9608,Family Feast/Christmas,,,
1062,23.12.17,428,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,58,9247,Family Feast/Christmas,,,
1063,23.12.17,428,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,46,9290,Family Feast/Christmas,,,
1064,23.12.17,428,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,44,9246,Family Feast/Christmas,,,
1065,23.12.17,428,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,48,9218,Family Feast/Christmas,,,
1066,05.01.18,416,Lata,Temotu,Green,N/A,Freediving,Day,Not taken,44,9254,Keep as Pet kill later,,,
1067,05.01.18,416,Lata,Temotu,Green,N/A,Freediving,Day,Not taken,26,9393,Keep as Pet kill later,,,
1068,05.01.18,416,Lata,Temotu,Hawksbill,N/A,Freediving,Day,Not taken,29,9395,Keep as Pet kill later,,,
1069,25.01.18,412,Lata,Temotu,Green,N/A,Hook and Line,Night,Not taken,45,9128,Food for family,,,
1070,29.01.18,411,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,74,9284,Food for family,,,
1071,29.01.18,411,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,54,9380,Food for family,,,
1072,07.03.18,410,Lata,Temotu,Green,N/A,Hook and Line,Day,Not taken,67,9090,Food for family,,,
1073,09.03.18,412,Lata,Temotu,Hawksbill,N/A,Hook and Line,Day,Not taken,45,9041,Food for family,,,
1074,15.03.18,415,Lata,Temotu,Hawksbill,N/A,Freediving,Night,Not taken,53,DNA not taken,Food for family,,,
1075,15.03.18,415,Lata,Temotu,Hawksbill,N/A,Freediving,Night,Not taken,39,DNA not taken,Food for family,,,
1076,29.03.18,420,Lata,Temotu,Green,N/A,Freediving,Night,Not taken,76,DNA not taken,Food for family,,,
1077,12.05.18,415,Lata,Temotu,Hawksbill,N/A,Rodeo,Day,Not taken,65,87351,Sale ,Whole turtle,,
1078,04.06.17,185,"Toa, Gela",Central ,Green,No,Net,Night,Gela 001,47.5,DNA not taken,Food for family,,,
1079,05.08.17,191,"Toa, Gela",Central ,Hawksbill,No,Freediving/spear,Night,Gela 002,42.5,9047,Food for family,,,
1080,26.08.17,179,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 003,50.5,9352,Food for family,,,
1081,02.09.17,179,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 004,46.7,9000,Food for family,,,
1082,04.09.17,179,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 005,44.5,9055,Food for family,,,
1083,13.09.17,184,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 006,44.8,9243,Sale/Fundraising,,,
1084,14.09.17,169,"Toa, Gela",Central ,Green,N/A,Not recorded,Not recorded,Not taken,75,DNA not taken,Sale,Whole turtle (SBD $500),,
1085,18.09.17,184,"Toa, Gela",Central ,Green,No,Freediving,NIght,Gela 007,46.7,9387,Sale/Fundraising,,,
1086,10.10.17,187,"Toa, Gela",Central ,Hawksbill,Yes,Freediving,Night,Gela 008,72.5,9304,Sale/Fundraising,,,
1087,21.10.17,189,"Toa, Gela",Central ,Green,N/A,Freediving,Night,Gela 009,45.6,9250,Sale/Fundraising,,,
1088,12.11.17,543,"Toa, Gela",Central ,Hawksbill,No,Freediving,Night,"Gela 010 a, b",62.5,9073,Sale/Fundraising,,,
1089,15.11.17,186,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 011,46.5,9430,Sale/Fundraising,,,
1090,17.11.17,182,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 012,79.5,9351,Sale/Fundraising,,,
1091,20.11.17,179,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 013,46,9025,Sale/Fundraising,,,
1092,22.11.17,192,"Toa, Gela",Central ,Green,No,Freediving,Night,Gela 014,73.2,9056,Food for family,,,
1093,26.11.17,192,"Toa, Gela",Central ,Hawksbill,No,Freediving,Night,"Gela 015 a, b",40.3,9035,Sale/Fundraising,,,
1094,29.11.17,192,"Toa, Gela",Central ,Hawksbill,Yes,Freediving,Night,Gela 016,72.2,9232,Sale/Fundraising,,,
1095,02.12.17,179,"Toa, Gela",Central ,Hawksbill,No,Freediving,Night,"Gela 017 a, b",40,9188,Sale/Fundraising,,,
1096,14.12.17,191,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Gela 019,48.9,9248,Family Feast/Christmas,,,
1097,14.12.17,191,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,45.2,9178,Family Feast/Christmas,,,
1098,15.12.17,544,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,57.8,9154,Family Feast/Christmas,,,
1099,17.12.17,191,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,68,9234,Family Feast/Christmas,,,
1100,28.12.17,187,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,90.1,9191,Family Feast/New Year,,,
1101,30.12.17,192,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,81,9242,Family Feast/New Year,,,
1102,04.01.18,547,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,47,9171,Food for family,,,
1103,01.02.18,188,"Toa, Gela",Central ,Green,N/A,Freediving,Night,Not taken,47,9297,Community Feast/Church ,,,
1104,03.02.18,180,"Toa, Gela",Central ,Green,N/A,Freediving,Night,Not taken,53.8,9354,Sale,whole turtle,,
1105,04.02.18,188,"Toa, Gela",Central ,Green,N/A,Freediving,Night,Not taken,59.7,9399,Community Feast/Church ,,,
1106,05.02.18,169,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,48,9034,Food for family,,,
1107,07.02.18,191,"Toa, Gela",Central ,Green,N/A,Freediving,Night,Not taken,43.1,9433,Food for family,,,
1108,14.03.18,187,"Toa, Gela",Central ,Green,N/A,Freediving,Night,Not taken,90,9192,Food for family,,,
1109,09.04.18,183,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,89,9398,Food for family,,,
1110,09.04.18,183,"Toa, Gela",Central ,Hawksbill,N/A,Freediving,Night,Not taken,98,9385,Food for family,,,
1111,13.04.18,185,"Toa, Gela",Central ,Green,N/A,Net,Night,Not taken,40.5,9372,Food for family,,,
1112,19.04.18,544,"Toa, Gela",Central ,Green,N/A,Freediving,Night,Not taken,46,9235,Food for family,,,529 fishing trips
